! New Baselines version (Jun 2009), based on (version 9B1) Common Assumptions CMP
! 2020D09E Level of Development Assumptions
! source spreadsheet: SWPcontractDemandsGenerator.xlsm
! Split demands to pools by average monthly percentage
! contractor = AA.BB, AA = contractor from swp_3pattern_demands, BB = pool number 
! Original demands from swp_3patterns_demands.table; Demands were split to pools by contractor and average monthly percentage 
! TODO: 2024-04-09 change these to design capacities
CASP_swp_3pattern_demands				
contractor	month	percent	demand	remainDemand
17.33	3	50	0.11	0.11
17.33	4	60	0.04	29.01
17.33	5	60	0.12	28.96
17.33	6	60	0.31	28.85
17.33	7	60	1.93	28.54
17.33	8	60	4.39	26.61
17.33	9	60	5.82	22.22
17.33	10	60	6.29	16.4
17.33	11	60	4.41	10.1
17.33	12	60	3.38	5.69
17.33	1	60	1.66	2.31
17.33	2	60	0.56	0.65
17.33	3	60	0.09	0.09
17.33	4	100	0.32	32.11
17.33	5	100	0.53	31.79
17.33	6	100	1.47	31.26
17.33	7	100	2.72	29.79
17.33	8	100	4.48	27.07
17.33	9	100	4.92	22.58
17.33	10	100	5.27	17.67
17.33	11	100	4.75	12.4
17.33	12	100	3.46	7.64
17.33	1	100	2.33	4.18
17.33	2	100	1.18	1.86
17.33	3	100	0.67	0.67
17.34	4	30	0.1	30.36
17.34	5	30	0.25	30.26
17.34	6	30	0.6	30.01
17.34	7	30	2.57	29.41
17.34	8	30	6.36	26.84
17.34	9	30	10.26	20.48
17.34	10	30	3.92	10.22
17.34	11	30	2.87	6.3
17.34	12	30	1.56	3.43
17.34	1	30	0.89	1.87
17.34	2	30	0.79	0.98
17.34	3	30	0.19	0.19
17.34	4	50	0.06	33.73
17.34	5	50	0.16	33.67
17.34	6	50	0.54	33.51
17.34	7	50	2.91	32.97
17.34	8	50	4.26	30.05
17.34	9	50	6.52	25.8
17.34	10	50	7.69	19.28
17.34	11	50	5.3	11.59
17.34	12	50	3.5	6.28
17.34	1	50	1.96	2.79
17.34	2	50	0.72	0.83
17.34	3	50	0.11	0.11
17.34	4	60	0.04	27.82
17.34	5	60	0.11	27.78
17.34	6	60	0.29	27.67
17.34	7	60	1.85	27.37
17.34	8	60	4.21	25.52
17.34	9	60	5.59	21.31
17.34	10	60	6.03	15.73
17.34	11	60	4.23	9.69
17.34	12	60	3.24	5.46
17.34	1	60	1.59	2.22
17.34	2	60	0.54	0.63
17.34	3	60	0.09	0.09
17.34	4	100	0.31	30.79
17.34	5	100	0.51	30.49
17.34	6	100	1.41	29.98
17.34	7	100	2.61	28.57
17.34	8	100	4.3	25.96
17.34	9	100	4.72	21.66
17.34	10	100	5.05	16.94
17.34	11	100	4.56	11.89
17.34	12	100	3.32	7.33
17.34	1	100	2.23	4.01
17.34	2	100	1.13	1.78
17.34	3	100	0.65	0.65
17.35	4	30	0.12	37.3
17.35	5	30	0.31	37.18
17.35	6	30	0.74	36.87
17.35	7	30	3.16	36.13
17.35	8	30	7.81	32.97
17.35	9	30	12.6	25.16
17.35	10	30	4.82	12.56
17.35	11	30	3.53	7.74
17.35	12	30	1.92	4.22
17.35	1	30	1.09	2.3
17.35	2	30	0.98	1.2
17.35	3	30	0.23	0.23
17.35	4	50	0.07	41.44
17.35	5	50	0.2	41.37
17.35	6	50	0.67	41.17
17.35	7	50	3.58	40.51
17.35	8	50	5.23	36.93
17.35	9	50	8.01	31.7
17.35	10	50	9.45	23.69
17.35	11	50	6.51	14.24
17.35	12	50	4.3	7.72
17.35	1	50	2.41	3.42
17.35	2	50	0.89	1.02
17.35	3	50	0.13	0.13
17.35	4	60	0.05	34.18
17.35	5	60	0.14	34.13
17.35	6	60	0.36	34
17.35	7	60	2.28	33.63
17.35	8	60	5.17	31.35
17.35	9	60	6.86	26.18
17.35	10	60	7.41	19.32
17.35	11	60	5.2	11.9
17.35	12	60	3.98	6.7
17.35	1	60	1.95	2.72
17.35	2	60	0.66	0.77
17.35	3	60	0.11	0.11
17.35	4	100	0.38	37.84
17.35	5	100	0.62	37.46
17.35	6	100	1.74	36.84
17.35	7	100	3.2	35.1
17.35	8	100	5.28	31.9
17.35	9	100	5.79	26.61
17.35	10	100	6.21	20.82
17.35	11	100	5.6	14.61
17.35	12	100	4.08	9.01
17.35	1	100	2.74	4.93
17.35	2	100	1.39	2.19
17.35	3	100	0.79	0.79
18.36	4	30	0.38	75.32
18.36	5	30	3.14	74.94
18.36	6	30	1.88	71.79
18.36	7	30	6.71	69.91
18.36	8	30	11.19	63.2
18.36	9	30	16.73	52
18.36	10	30	13.46	35.27
18.36	11	30	10.05	21.82
18.36	12	30	6.57	11.77
18.36	1	30	2.89	5.19
18.36	2	30	1.71	2.31
18.36	3	30	0.59	0.59
18.36	4	50	0.25	54.06
18.36	5	50	0.66	53.81
18.36	6	50	1.78	53.15
18.36	7	50	5.62	51.37
18.36	8	50	8.73	45.76
18.36	9	50	9.32	37.03
18.36	10	50	10.34	27.72
18.36	11	50	8.31	17.38
18.36	12	50	4.32	9.07
18.36	1	50	2.69	4.75
18.36	2	50	1.66	2.06
18.36	3	50	0.4	0.4
18.36	4	60	0.19	37.59
18.36	5	60	0.47	37.4
18.36	6	60	0.98	36.93
18.36	7	60	3.87	35.96
18.36	8	60	5.99	32.09
18.36	9	60	6.16	26.1
18.36	10	60	7.05	19.94
18.36	11	60	5.58	12.89
18.36	12	60	3.68	7.31
18.36	1	60	2.07	3.63
18.36	2	60	1.32	1.56
18.36	3	60	0.24	0.24
18.36	4	100	0.48	41.46
18.36	5	100	1.03	40.98
18.36	6	100	1.51	39.95
18.36	7	100	4.17	38.44
18.36	8	100	5.35	34.27
18.36	9	100	6.34	28.91
18.36	10	100	6.44	22.59
18.36	11	100	5.54	16.14
18.36	12	100	4.37	10.61
18.36	1	100	2.94	6.24
18.36	2	100	1.93	3.29
18.36	3	100	1.37	1.37
18.37	4	30	0	0
18.37	5	30	0	0
18.37	6	30	0	0
18.37	7	30	0	0
18.37	8	30	0	0
18.37	9	30	0	0
18.37	10	30	0	0
18.37	11	30	0	0
18.37	12	30	0	0
18.37	1	30	0	0
18.37	2	30	0	0
18.37	3	30	0	0
18.37	4	50	0	0
18.37	5	50	0	0
18.37	6	50	0	0
18.37	7	50	0	0
18.37	8	50	0	0
18.37	9	50	0	0
18.37	10	50	0	0
18.37	11	50	0	0
18.37	12	50	0	0
18.37	1	50	0	0
18.37	2	50	0	0
18.37	3	50	0	0
18.37	4	60	0	0
18.37	5	60	0	0
18.37	6	60	0	0
18.37	7	60	0	0
18.37	8	60	0	0
18.37	9	60	0	0
18.37	10	60	0	0
18.37	11	60	0	0
18.37	12	60	0	0
18.37	1	60	0	0
18.37	2	60	0	0
18.37	3	60	0	0
18.37	4	100	0	0
18.37	5	100	0	0
18.37	6	100	0	0
18.37	7	100	0	0
18.37	8	100	0	0
18.37	9	100	0	0
18.37	10	100	0	0
18.37	11	100	0	0
18.37	12	100	0	0
18.37	1	100	0	0
18.37	2	100	0	0
18.37	3	100	0	0
18.38	4	30	0.02	3.42
18.38	5	30	0.14	3.41
18.38	6	30	0.09	3.26
18.38	7	30	0.31	3.18
18.38	8	30	0.51	2.87
18.38	9	30	0.76	2.36
18.38	10	30	0.61	1.6
18.38	11	30	0.46	0.99
18.38	12	30	0.3	0.53
18.38	1	30	0.13	0.24
18.38	2	30	0.08	0.11
18.38	3	30	0.03	0.03
18.38	4	50	0.01	2.46
18.38	5	50	0.03	2.45
18.38	6	50	0.08	2.42
18.38	7	50	0.26	2.34
18.38	8	50	0.4	2.08
18.38	9	50	0.42	1.68
18.38	10	50	0.47	1.26
18.38	11	50	0.38	0.79
18.38	12	50	0.2	0.41
18.38	1	50	0.12	0.22
18.38	2	50	0.08	0.09
18.38	3	50	0.02	0.02
18.38	4	60	0.01	1.71
18.38	5	60	0.02	1.7
18.38	6	60	0.04	1.68
18.38	7	60	0.18	1.63
18.38	8	60	0.27	1.46
18.38	9	60	0.28	1.19
18.38	10	60	0.32	0.91
18.38	11	60	0.25	0.59
18.38	12	60	0.17	0.33
18.38	1	60	0.09	0.17
18.38	2	60	0.06	0.07
18.38	3	60	0.01	0.01
18.38	4	100	0.02	1.88
18.38	5	100	0.05	1.86
18.38	6	100	0.07	1.82
18.38	7	100	0.19	1.75
18.38	8	100	0.24	1.56
18.38	9	100	0.29	1.31
18.38	10	100	0.29	1.03
18.38	11	100	0.25	0.73
18.38	12	100	0.2	0.48
18.38	1	100	0.13	0.28
18.38	2	100	0.09	0.15
18.38	3	100	0.06	0.06
18.39	4	30	0.04	7.87
18.39	5	30	0.33	7.83
18.39	6	30	0.2	7.51
18.39	7	30	0.7	7.31
18.39	8	30	1.17	6.61
18.39	9	30	1.75	5.44
18.39	10	30	1.41	3.69
18.39	11	30	1.05	2.28
18.39	12	30	0.69	1.23
18.39	1	30	0.3	0.54
18.39	2	30	0.18	0.24
18.39	3	30	0.06	0.06
18.39	4	50	0.03	5.65
18.39	5	50	0.07	5.63
18.39	6	50	0.19	5.56
18.39	7	50	0.59	5.37
18.39	8	50	0.91	4.78
18.39	9	50	0.97	3.87
18.39	10	50	1.08	2.9
18.39	11	50	0.87	1.82
18.39	12	50	0.45	0.95
18.39	1	50	0.28	0.5
18.39	2	50	0.17	0.22
18.39	3	50	0.04	0.04
18.39	4	60	0.02	3.93
18.39	5	60	0.05	3.91
18.39	6	60	0.1	3.86
18.39	7	60	0.4	3.76
18.39	8	60	0.63	3.35
18.39	9	60	0.64	2.73
18.39	10	60	0.74	2.08
18.39	11	60	0.58	1.35
18.39	12	60	0.38	0.76
18.39	1	60	0.22	0.38
18.39	2	60	0.14	0.16
18.39	3	60	0.03	0.03
18.39	4	100	0.05	4.33
18.39	5	100	0.11	4.28
18.39	6	100	0.16	4.18
18.39	7	100	0.44	4.02
18.39	8	100	0.56	3.58
18.39	9	100	0.66	3.02
18.39	10	100	0.67	2.36
18.39	11	100	0.58	1.69
18.39	12	100	0.46	1.11
18.39	1	100	0.31	0.65
18.39	2	100	0.2	0.34
18.39	3	100	0.14	0.14
18.40	4	30	0.14	27.5
18.40	5	30	1.15	27.36
18.40	6	30	0.69	26.22
18.40	7	30	2.45	25.53
18.40	8	30	4.09	23.08
18.40	9	30	6.11	18.99
18.40	10	30	4.91	12.88
18.40	11	30	3.67	7.97
18.40	12	30	2.4	4.3
18.40	1	30	1.06	1.9
18.40	2	30	0.62	0.84
18.40	3	30	0.22	0.22
18.40	4	50	0.09	19.74
18.40	5	50	0.24	19.65
18.40	6	50	0.65	19.41
18.40	7	50	2.05	18.76
18.40	8	50	3.19	16.71
18.40	9	50	3.4	13.52
18.40	10	50	3.78	10.12
18.40	11	50	3.03	6.35
18.40	12	50	1.58	3.31
18.40	1	50	0.98	1.74
18.40	2	50	0.61	0.75
18.40	3	50	0.14	0.14
18.40	4	60	0.07	13.73
18.40	5	60	0.17	13.66
18.40	6	60	0.36	13.49
18.40	7	60	1.41	13.13
18.40	8	60	2.19	11.72
18.40	9	60	2.25	9.53
18.40	10	60	2.57	7.28
18.40	11	60	2.04	4.71
18.40	12	60	1.34	2.67
18.40	1	60	0.75	1.33
18.40	2	60	0.48	0.57
18.40	3	60	0.09	0.09
18.40	4	100	0.18	15.14
18.40	5	100	0.38	14.96
18.40	6	100	0.55	14.59
18.40	7	100	1.52	14.04
18.40	8	100	1.95	12.51
18.40	9	100	2.31	10.56
18.40	10	100	2.35	8.25
18.40	11	100	2.02	5.89
18.40	12	100	1.6	3.87
18.40	1	100	1.07	2.28
18.40	2	100	0.7	1.2
18.40	3	100	0.5	0.5
